X,Y,OBJECTID,MONTH,YEAR,LOCALITY,NUMBER,NAME
174.877064073086245,-41.217516606131611,1554,9,2009,Unnamed stream Maungaraki, ,Giant kokopu 
174.877064073086245,-41.217516606131611,1555,9,2009,Unnamed stream Maungaraki, ,Banded kokopu 
174.877016383412695,-41.217517379231388,1556,11,2007,Hutt River tributary, ,Giant kokopu 
174.877016383412695,-41.217517379231388,1557,11,2007,Hutt River tributary, ,Banded kokopu 
174.877016383412695,-41.217517379231388,1558,11,2007,Hutt River tributary, ,Longfin eel 
174.877016383412695,-41.217517379231388,1559,11,2007,Hutt River tributary, ,Common bully
174.877016383412695,-41.217517379231388,1560,11,2007,Hutt River tributary, ,Koura
174.878303917039204,-41.217073169102626,1561,3,2009,Hutt River tributary,    23,Banded kokopu 
174.878303917039204,-41.217073169102626,1562,3,2009,Hutt River tributary,     1,Longfin eel 
174.754149267941926,-41.219003479729103,1563,10,2007,Ohariu Stream,     1,Redfin bully 
174.754149267941926,-41.219003479729103,1564,10,2007,Ohariu Stream,     1,Brown trout 
174.754149267941926,-41.219003479729103,1565,10,2007,Ohariu Stream,    15,Longfin eel 
175.198090180375772,-41.211066300359931,1566,12,1998,Bocketts Stream, ,Longfin eel 
175.198090180375772,-41.211066300359931,1567,12,1998,Bocketts Stream, ,Common bully
175.19761303527244,-41.210706059246817,1568,2,2005,Bocketts Stream, ,Common bully
175.19761303527244,-41.210706059246817,1569,2,2005,Bocketts Stream, ,Brown trout 
175.19761303527244,-41.210706059246817,1570,2,2005,Bocketts Stream,    40,Longfin eel 
175.19761303527244,-41.210706059246817,1571,2,2005,Bocketts Stream,    12,Shortfin eel 
175.19761303527244,-41.210706059246817,1572,2,2005,Bocketts Stream, ,Koura
175.193262510040142,-41.209356369553262,1573,7,1979,Bocketts Stream, ,Brown trout 
175.193262510040142,-41.209356369553262,1574,7,1979,Bocketts Stream, ,Shortfin eel 
175.193262510040142,-41.209356369553262,1575,7,1979,Bocketts Stream, ,Longfin eel 
175.193262510040142,-41.209356369553262,1576,7,1979,Bocketts Stream, ,Redfin bully 
175.193262510040142,-41.209356369553262,1577,7,1979,Bocketts Stream, ,Torrentfish 
175.193262510040142,-41.209356369553262,1578,12,1991,Bocketts Stream,     1,Torrentfish 
175.193262510040142,-41.209356369553262,1579,12,1991,Bocketts Stream,    25,Longfin eel 
175.193262510040142,-41.209356369553262,1580,12,1991,Bocketts Stream,    54,Common bully
175.193262510040142,-41.209356369553262,1581,12,1991,Bocketts Stream,     5,Brown trout 
175.192070560126723,-41.209378930080675,1582,9,1973,Bocketts Stream, ,Banded kokopu 
175.192070560126723,-41.209378930080675,1583,9,1973,Bocketts Stream, ,Torrentfish 
174.860668612774163,-41.215178339229055,1584,2,1985,Korokoro Stream,    19,Brown trout 
174.860668612774163,-41.215178339229055,1585,2,1985,Korokoro Stream, ,Redfin bully 
174.860668612774163,-41.215178339229055,1586,2,1985,Korokoro Stream, ,Common bully
175.190818924700778,-41.207601176521834,1587,3,2002,Bocketts Stream,    13,Unidentified eel 
175.190818924700778,-41.207601176521834,1588,3,2002,Bocketts Stream,    17,Bluegill bully 
175.190818924700778,-41.207601176521834,1589,3,2002,Bocketts Stream,    16,Common bully
175.190818924700778,-41.207601176521834,1590,3,2002,Bocketts Stream,     4,Koura
175.190818924700778,-41.207601176521834,1591,3,2002,Bocketts Stream,     4,Longfin eel 
175.190818924700778,-41.207601176521834,1592,3,2002,Bocketts Stream,    14,Brown trout 
175.835102924317738,-41.19300469771494,1593,5,2005,Pahaoa River, ,Koaro 
175.835102924317738,-41.19300469771494,1594,5,2005,Pahaoa River, ,Longfin eel 
175.835102924317738,-41.19300469771494,1595,5,2005,Pahaoa River, ,Unidentified bully 
175.83306619338174,-41.192784214636895,1596,2,2002,Pahaoa River,    13,Unidentified eel 
175.83306619338174,-41.192784214636895,1597,2,2002,Pahaoa River,    40,Crans bully 
175.83306619338174,-41.192784214636895,1598,2,2002,Pahaoa River,     6,Longfin eel 
175.83306619338174,-41.192784214636895,1599,2,2002,Pahaoa River,     4,Shortfin eel 
174.752007241108828,-41.211551306605251,1600,10,2007,Mill Creek,     4,Longfin eel 
174.752007241108828,-41.211551306605251,1601,10,2007,Mill Creek,     3,Upland bully 
174.752007241108828,-41.211551306605251,1602,10,2007,Mill Creek,     3,Shortfin eel 
174.752007241108828,-41.211551306605251,1603,10,2007,Mill Creek,     1,Koura
174.744031330912179,-41.211671792441543,1604,10,2007,Hawkins Gully,     2,Longfin eel 
174.744031330912179,-41.211671792441543,1605,10,2007,Hawkins Gully,     1,Koura
174.744031330912179,-41.211671792441543,1606,10,2007,Hawkins Gully,     3,Shortfin eel 
175.903409927764415,-41.18699163303981,1607,5,2005,Little Kaiwhata Stream, ,Redfin bully 
175.909068022641719,-41.185498708304564,1608,2,2002,Kaiwhata River,    47,Unidentified eel 
175.909068022641719,-41.185498708304564,1609,2,2002,Kaiwhata River,    88,Crans bully 
175.909068022641719,-41.185498708304564,1610,2,2002,Kaiwhata River,    12,Longfin eel 
175.909068022641719,-41.185498708304564,1611,2,2002,Kaiwhata River,     6,Redfin bully 
175.909068022641719,-41.185498708304564,1612,2,2002,Kaiwhata River,     2,Shortfin eel 
175.90397862077856,-41.183644422891426,1613,5,2005,Kaiwhata River, ,Longfin eel 
